"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
351.396882819674,367.396882819674,346.396882819674,380.396882819674,363.396882819674,382.396882819674,347.396882819674,385.396882819674,378.396882819674,399.680770425849,369.680770425849,377.680770425849,374.680770425849,392.680770425849,349.680770425849,324.680770425849,370.680770425849,325.680770425849,370.395160454382,314.395160454382,353.395160454382,307.395160454382,377.395160454382,373.395160454382,393.395160454382,390.395160454382,391.149507729368,383.149507729368,377.149507729368,368.149507729368,345.149507729368,355.149507729368,352.149507729368,326.149507729368,383.149507729368,318.868285287171,354.868285287171,376.868285287171,346.868285287171,312.868285287171,359.868285287171,308.868285287171,381.868285287171,383.868285287171,378.868285287171
351.810882819674,367.810882819674,346.810882819674,380.810882819674,363.810882819674,382.810882819674,347.810882819674,385.810882819674,378.810882819674,400.056770425849,370.056770425849,378.056770425849,375.056770425849,393.056770425849,350.056770425849,325.056770425849,371.056770425849,326.056770425849,370.451111223251,314.451111223251,353.451111223251,307.451111223251,377.451111223251,373.451111223251,393.451111223251,390.451111223251,391.160694758763,383.160694758763,377.160694758763,368.160694758763,345.160694758763,355.160694758763,352.160694758763,326.160694758763,383.160694758763,318.872096745449,354.872096745449,376.872096745449,346.872096745449,312.872096745449,359.872096745449,308.872096745449,381.872096745449,383.872096745449,378.872096745449
352.225882819674,368.225882819674,347.225882819674,381.225882819674,364.225882819674,383.225882819674,348.225882819674,386.225882819674,379.225882819674,400.444770425849,370.444770425849,378.444770425849,375.444770425849,393.444770425849,350.444770425849,325.444770425849,371.444770425849,326.444770425849,370.451111223251,314.451111223251,353.451111223251,307.451111223251,377.451111223251,373.451111223251,393.451111223251,390.451111223251,391.160694758763,383.160694758763,377.160694758763,368.160694758763,345.160694758763,355.160694758763,352.160694758763,326.160694758763,383.160694758763,318.872096745449,354.872096745449,376.872096745449,346.872096745449,312.872096745449,359.872096745449,308.872096745449,381.872096745449,383.872096745449,378.872096745449
352.623882819674,368.623882819674,347.623882819674,381.623882819674,364.623882819674,383.623882819674,348.623882819674,386.623882819674,379.623882819674,400.798770425849,370.798770425849,378.798770425849,375.798770425849,393.798770425849,350.798770425849,325.798770425849,371.798770425849,326.798770425849,370.45854020817,314.45854020817,353.45854020817,307.45854020817,377.45854020817,373.45854020817,393.45854020817,390.45854020817,391.17053797956,383.17053797956,377.17053797956,368.17053797956,345.17053797956,355.17053797956,352.17053797956,326.17053797956,383.17053797956,318.878765831968,354.878765831968,376.878765831968,346.878765831968,312.878765831968,359.878765831968,308.878765831968,381.878765831968,383.878765831968,378.878765831968
352.625363813851,368.625363813851,347.625363813851,381.625363813851,364.625363813851,383.625363813851,348.625363813851,386.625363813851,379.625363813851,400.812705289532,370.812705289532,378.812705289532,375.812705289532,393.812705289532,350.812705289532,325.812705289532,371.812705289532,326.812705289532,370.76254020817,314.76254020817,353.76254020817,307.76254020817,377.76254020817,373.76254020817,393.76254020817,390.76254020817,391.55553797956,383.55553797956,377.55553797956,368.55553797956,345.55553797956,355.55553797956,352.55553797956,326.55553797956,383.55553797956,319.179765831968,355.179765831968,377.179765831968,347.179765831968,313.179765831968,360.179765831968,309.179765831968,382.179765831968,384.179765831968,379.179765831968
352.625363813851,368.625363813851,347.625363813851,381.625363813851,364.625363813851,383.625363813851,348.625363813851,386.625363813851,379.625363813851,400.812705289532,370.812705289532,378.812705289532,375.812705289532,393.812705289532,350.812705289532,325.812705289532,371.812705289532,326.812705289532,371.063241207141,315.063241207141,354.063241207141,308.063241207141,378.063241207141,374.063241207141,394.063241207141,391.063241207141,391.97253797956,383.97253797956,377.97253797956,368.97253797956,345.97253797956,355.97253797956,352.97253797956,326.97253797956,383.97253797956,319.489765831968,355.489765831968,377.489765831968,347.489765831968,313.489765831968,360.489765831968,309.489765831968,382.489765831968,384.489765831968,379.489765831968
352.634688939497,368.634688939497,347.634688939497,381.634688939497,364.634688939497,383.634688939497,348.634688939497,386.634688939497,379.634688939497,400.822962277617,370.822962277617,378.822962277617,375.822962277617,393.822962277617,350.822962277617,325.822962277617,371.822962277617,326.822962277617,371.063241207141,315.063241207141,354.063241207141,308.063241207141,378.063241207141,374.063241207141,394.063241207141,391.063241207141,392.38953797956,384.38953797956,378.38953797956,369.38953797956,346.38953797956,356.38953797956,353.38953797956,327.38953797956,384.38953797956,319.776235719553,355.776235719553,377.776235719553,347.776235719553,313.776235719553,360.776235719553,309.776235719553,382.776235719553,384.776235719553,379.776235719553
352.815019320132,368.815019320132,347.815019320132,381.815019320132,364.815019320132,383.815019320132,348.815019320132,386.815019320132,379.815019320132,400.967230511219,370.967230511219,378.967230511219,375.967230511219,393.967230511219,350.967230511219,325.967230511219,371.967230511219,326.967230511219,371.088392105517,315.088392105517,354.088392105517,308.088392105517,378.088392105517,374.088392105517,394.088392105517,391.088392105517,392.70153797956,384.70153797956,378.70153797956,369.70153797956,346.70153797956,356.70153797956,353.70153797956,327.70153797956,384.70153797956,319.991024147479,355.991024147479,377.991024147479,347.991024147479,313.991024147479,360.991024147479,309.991024147479,382.991024147479,384.991024147479,379.991024147479
352.815019320132,368.815019320132,347.815019320132,381.815019320132,364.815019320132,383.815019320132,348.815019320132,386.815019320132,379.815019320132,400.967230511219,370.967230511219,378.967230511219,375.967230511219,393.967230511219,350.967230511219,325.967230511219,371.967230511219,326.967230511219,371.088392105517,315.088392105517,354.088392105517,308.088392105517,378.088392105517,374.088392105517,394.088392105517,391.088392105517,393.01553797956,385.01553797956,379.01553797956,370.01553797956,347.01553797956,357.01553797956,354.01553797956,328.01553797956,385.01553797956,319.991024147479,355.991024147479,377.991024147479,347.991024147479,313.991024147479,360.991024147479,309.991024147479,382.991024147479,384.991024147479,379.991024147479
352.821413847046,368.821413847046,347.821413847046,381.821413847046,364.821413847046,383.821413847046,348.821413847046,386.821413847046,379.821413847046,400.97353984115,370.97353984115,378.97353984115,375.97353984115,393.97353984115,350.97353984115,325.97353984115,371.97353984115,326.97353984115,371.099550549002,315.099550549002,354.099550549002,308.099550549002,378.099550549002,374.099550549002,394.099550549002,391.099550549002,393.33053797956,385.33053797956,379.33053797956,370.33053797956,347.33053797956,357.33053797956,354.33053797956,328.33053797956,385.33053797956,319.997926727272,355.997926727272,377.997926727272,347.997926727272,313.997926727272,360.997926727272,309.997926727272,382.997926727272,384.997926727272,379.997926727272
353.208413847046,369.208413847046,348.208413847046,382.208413847046,365.208413847046,384.208413847046,349.208413847046,387.208413847046,380.208413847046,401.35953984115,371.35953984115,379.35953984115,376.35953984115,394.35953984115,351.35953984115,326.35953984115,372.35953984115,327.35953984115,371.294550549002,315.294550549002,354.294550549002,308.294550549002,378.294550549002,374.294550549002,394.294550549002,391.294550549002,393.362703168353,385.362703168353,379.362703168353,370.362703168353,347.362703168353,357.362703168353,354.362703168353,328.362703168353,385.362703168353,320.400926727272,356.400926727272,378.400926727272,348.400926727272,314.400926727272,361.400926727272,310.400926727272,383.400926727272,385.400926727272,380.400926727272
353.610413847046,369.610413847046,348.610413847046,382.610413847046,365.610413847046,384.610413847046,349.610413847046,387.610413847046,380.610413847046,401.73653984115,371.73653984115,379.73653984115,376.73653984115,394.73653984115,351.73653984115,326.73653984115,372.73653984115,327.73653984115,371.294550549002,315.294550549002,354.294550549002,308.294550549002,378.294550549002,374.294550549002,394.294550549002,391.294550549002,393.362703168353,385.362703168353,379.362703168353,370.362703168353,347.362703168353,357.362703168353,354.362703168353,328.362703168353,385.362703168353,320.776926727272,356.776926727272,378.776926727272,348.776926727272,314.776926727272,361.776926727272,310.776926727272,383.776926727272,385.776926727272,380.776926727272
353.983413847046,369.983413847046,348.983413847046,382.983413847046,365.983413847046,384.983413847046,349.983413847046,387.983413847046,380.983413847046,402.09553984115,372.09553984115,380.09553984115,377.09553984115,395.09553984115,352.09553984115,327.09553984115,373.09553984115,328.09553984115,371.304663606038,315.304663606038,354.304663606038,308.304663606038,378.304663606038,374.304663606038,394.304663606038,391.304663606038,393.372911378496,385.372911378496,379.372911378496,370.372911378496,347.372911378496,357.372911378496,354.372911378496,328.372911378496,385.372911378496,321.131926727272,357.131926727272,379.131926727272,349.131926727272,315.131926727272,362.131926727272,311.131926727272,384.131926727272,386.131926727272,381.131926727272
354.362413847046,370.362413847046,349.362413847046,383.362413847046,366.362413847046,385.362413847046,350.362413847046,388.362413847046,381.362413847046,402.28953984115,372.28953984115,380.28953984115,377.28953984115,395.28953984115,352.28953984115,327.28953984115,373.28953984115,328.28953984115,371.688663606038,315.688663606038,354.688663606038,308.688663606038,378.688663606038,374.688663606038,394.688663606038,391.688663606038,393.771911378496,385.771911378496,379.771911378496,370.771911378496,347.771911378496,357.771911378496,354.771911378496,328.771911378496,385.771911378496,321.434926727272,357.434926727272,379.434926727272,349.434926727272,315.434926727272,362.434926727272,311.434926727272,384.434926727272,386.434926727272,381.434926727272
354.757413847046,370.757413847046,349.757413847046,383.757413847046,366.757413847046,385.757413847046,350.757413847046,388.757413847046,381.757413847046,402.28953984115,372.28953984115,380.28953984115,377.28953984115,395.28953984115,352.28953984115,327.28953984115,373.28953984115,328.28953984115,372.071663606038,316.071663606038,355.071663606038,309.071663606038,379.071663606038,375.071663606038,395.071663606038,392.071663606038,394.127911378496,386.127911378496,380.127911378496,371.127911378496,348.127911378496,358.127911378496,355.127911378496,329.127911378496,386.127911378496,321.744926727272,357.744926727272,379.744926727272,349.744926727272,315.744926727272,362.744926727272,311.744926727272,384.744926727272,386.744926727272,381.744926727272
355.132413847046,371.132413847046,350.132413847046,384.132413847046,367.132413847046,386.132413847046,351.132413847046,389.132413847046,382.132413847046,402.294980199043,372.294980199043,380.294980199043,377.294980199043,395.294980199043,352.294980199043,327.294980199043,373.294980199043,328.294980199043,372.478663606038,316.478663606038,355.478663606038,309.478663606038,379.478663606038,375.478663606038,395.478663606038,392.478663606038,394.534911378496,386.534911378496,380.534911378496,371.534911378496,348.534911378496,358.534911378496,355.534911378496,329.534911378496,386.534911378496,321.744926727272,357.744926727272,379.744926727272,349.744926727272,315.744926727272,362.744926727272,311.744926727272,384.744926727272,386.744926727272,381.744926727272
355.261074571575,371.261074571575,350.261074571575,384.261074571575,367.261074571575,386.261074571575,351.261074571575,389.261074571575,382.261074571575,402.517146092076,372.517146092076,380.517146092076,377.517146092076,395.517146092076,352.517146092076,327.517146092076,373.517146092076,328.517146092076,372.70689793797,316.70689793797,355.70689793797,309.70689793797,379.70689793797,375.70689793797,395.70689793797,392.70689793797,394.950911378496,386.950911378496,380.950911378496,371.950911378496,348.950911378496,358.950911378496,355.950911378496,329.950911378496,386.950911378496,322.058926727272,358.058926727272,380.058926727272,350.058926727272,316.058926727272,363.058926727272,312.058926727272,385.058926727272,387.058926727272,382.058926727272
355.261074571575,371.261074571575,350.261074571575,384.261074571575,367.261074571575,386.261074571575,351.261074571575,389.261074571575,382.261074571575,402.517146092076,372.517146092076,380.517146092076,377.517146092076,395.517146092076,352.517146092076,327.517146092076,373.517146092076,328.517146092076,372.70689793797,316.70689793797,355.70689793797,309.70689793797,379.70689793797,375.70689793797,395.70689793797,392.70689793797,395.432911378496,387.432911378496,381.432911378496,372.432911378496,349.432911378496,359.432911378496,356.432911378496,330.432911378496,387.432911378496,322.534926727272,358.534926727272,380.534926727272,350.534926727272,316.534926727272,363.534926727272,312.534926727272,385.534926727272,387.534926727272,382.534926727272
355.273449660813,371.273449660813,350.273449660813,384.273449660813,367.273449660813,386.273449660813,351.273449660813,389.273449660813,382.273449660813,402.535964124427,372.535964124427,380.535964124427,377.535964124427,395.535964124427,352.535964124427,327.535964124427,373.535964124427,328.535964124427,372.726803720599,316.726803720599,355.726803720599,309.726803720599,379.726803720599,375.726803720599,395.726803720599,392.726803720599,395.910911378496,387.910911378496,381.910911378496,372.910911378496,349.910911378496,359.910911378496,356.910911378496,330.910911378496,387.910911378496,323.024926727272,359.024926727272,381.024926727272,351.024926727272,317.024926727272,364.024926727272,313.024926727272,386.024926727272,388.024926727272,383.024926727272
355.739449660813,371.739449660813,350.739449660813,384.739449660813,367.739449660813,386.739449660813,351.739449660813,389.739449660813,382.739449660813,402.868161731605,372.868161731605,380.868161731605,377.868161731605,395.868161731605,352.868161731605,327.868161731605,373.868161731605,328.868161731605,373.134803720599,317.134803720599,356.134803720599,310.134803720599,380.134803720599,376.134803720599,396.134803720599,393.134803720599,396.037398960684,388.037398960684,382.037398960684,373.037398960684,350.037398960684,360.037398960684,357.037398960684,331.037398960684,388.037398960684,323.147804385206,359.147804385206,381.147804385206,351.147804385206,317.147804385206,364.147804385206,313.147804385206,386.147804385206,388.147804385206,383.147804385206
356.204449660813,372.204449660813,351.204449660813,385.204449660813,368.204449660813,387.204449660813,352.204449660813,390.204449660813,383.204449660813,402.868161731605,372.868161731605,380.868161731605,377.868161731605,395.868161731605,352.868161731605,327.868161731605,373.868161731605,328.868161731605,373.195750031886,317.195750031886,356.195750031886,310.195750031886,380.195750031886,376.195750031886,396.195750031886,393.195750031886,396.037398960684,388.037398960684,382.037398960684,373.037398960684,350.037398960684,360.037398960684,357.037398960684,331.037398960684,388.037398960684,323.147804385206,359.147804385206,381.147804385206,351.147804385206,317.147804385206,364.147804385206,313.147804385206,386.147804385206,388.147804385206,383.147804385206
356.678449660813,372.678449660813,351.678449660813,385.678449660813,368.678449660813,387.678449660813,352.678449660813,390.678449660813,383.678449660813,402.881348955504,372.881348955504,380.881348955504,377.881348955504,395.881348955504,352.881348955504,327.881348955504,373.881348955504,328.881348955504,373.195750031886,317.195750031886,356.195750031886,310.195750031886,380.195750031886,376.195750031886,396.195750031886,393.195750031886,396.051803517545,388.051803517545,382.051803517545,373.051803517545,350.051803517545,360.051803517545,357.051803517545,331.051803517545,388.051803517545,323.161375196355,359.161375196355,381.161375196355,351.161375196355,317.161375196355,364.161375196355,313.161375196355,386.161375196355,388.161375196355,383.161375196355
356.807527093083,372.807527093083,351.807527093083,385.807527093083,368.807527093083,387.807527093083,352.807527093083,390.807527093083,383.807527093083,403.026215493235,373.026215493235,381.026215493235,378.026215493235,396.026215493235,353.026215493235,328.026215493235,374.026215493235,329.026215493235,373.766750031886,317.766750031886,356.766750031886,310.766750031886,380.766750031886,376.766750031886,396.766750031886,393.766750031886,396.362120458138,388.362120458138,382.362120458138,373.362120458138,350.362120458138,360.362120458138,357.362120458138,331.362120458138,388.362120458138,323.28434914014,359.28434914014,381.28434914014,351.28434914014,317.28434914014,364.28434914014,313.28434914014,386.28434914014,388.28434914014,383.28434914014
356.807527093083,372.807527093083,351.807527093083,385.807527093083,368.807527093083,387.807527093083,352.807527093083,390.807527093083,383.807527093083,403.026215493235,373.026215493235,381.026215493235,378.026215493235,396.026215493235,353.026215493235,328.026215493235,374.026215493235,329.026215493235,374.240750031886,318.240750031886,357.240750031886,311.240750031886,381.240750031886,377.240750031886,397.240750031886,394.240750031886,396.362120458138,388.362120458138,382.362120458138,373.362120458138,350.362120458138,360.362120458138,357.362120458138,331.362120458138,388.362120458138,323.28434914014,359.28434914014,381.28434914014,351.28434914014,317.28434914014,364.28434914014,313.28434914014,386.28434914014,388.28434914014,383.28434914014
356.8214919576,372.8214919576,351.8214919576,385.8214919576,368.8214919576,387.8214919576,352.8214919576,390.8214919576,383.8214919576,403.040663936989,373.040663936989,381.040663936989,378.040663936989,396.040663936989,353.040663936989,328.040663936989,374.040663936989,329.040663936989,374.751750031886,318.751750031886,357.751750031886,311.751750031886,381.751750031886,377.751750031886,397.751750031886,394.751750031886,396.374799759519,388.374799759519,382.374799759519,373.374799759519,350.374799759519,360.374799759519,357.374799759519,331.374799759519,388.374799759519,323.298195038964,359.298195038964,381.298195038964,351.298195038964,317.298195038964,364.298195038964,313.298195038964,386.298195038964,388.298195038964,383.298195038964
357.4534919576,373.4534919576,352.4534919576,386.4534919576,369.4534919576,388.4534919576,353.4534919576,391.4534919576,384.4534919576,403.659663936989,373.659663936989,381.659663936989,378.659663936989,396.659663936989,353.659663936989,328.659663936989,374.659663936989,329.659663936989,375.350750031886,319.350750031886,358.350750031886,312.350750031886,382.350750031886,378.350750031886,398.350750031886,395.350750031886,397.037799759519,389.037799759519,383.037799759519,374.037799759519,351.037799759519,361.037799759519,358.037799759519,332.037799759519,389.037799759519,323.767195038964,359.767195038964,381.767195038964,351.767195038964,317.767195038964,364.767195038964,313.767195038964,386.767195038964,388.767195038964,383.767195038964
358.0354919576,374.0354919576,353.0354919576,387.0354919576,370.0354919576,389.0354919576,354.0354919576,392.0354919576,385.0354919576,404.297663936989,374.297663936989,382.297663936989,379.297663936989,397.297663936989,354.297663936989,329.297663936989,375.297663936989,330.297663936989,375.908750031886,319.908750031886,358.908750031886,312.908750031886,382.908750031886,378.908750031886,398.908750031886,395.908750031886,397.692799759518,389.692799759518,383.692799759518,374.692799759518,351.692799759518,361.692799759518,358.692799759518,332.692799759518,389.692799759518,324.249195038964,360.249195038964,382.249195038964,352.249195038964,318.249195038964,365.249195038964,314.249195038964,387.249195038964,389.249195038964,384.249195038964
358.200326227573,374.200326227573,353.200326227573,387.200326227573,370.200326227573,389.200326227573,354.200326227573,392.200326227573,385.200326227573,404.935663936989,374.935663936989,382.935663936989,379.935663936989,397.935663936989,354.935663936989,329.935663936989,375.935663936989,330.935663936989,376.510750031886,320.510750031886,359.510750031886,313.510750031886,383.510750031886,379.510750031886,399.510750031886,396.510750031886,398.178203416545,390.178203416545,384.178203416545,375.178203416545,352.178203416545,362.178203416545,359.178203416545,333.178203416545,390.178203416545,324.734195038964,360.734195038964,382.734195038964,352.734195038964,318.734195038964,365.734195038964,314.734195038964,387.734195038964,389.734195038964,384.734195038964
358.510809116644,374.510809116644,353.510809116644,387.510809116644,370.510809116644,389.510809116644,354.510809116644,392.510809116644,385.510809116644,405.249232999309,375.249232999309,383.249232999309,380.249232999309,398.249232999309,355.249232999309,330.249232999309,376.249232999309,331.249232999309,376.973750031886,320.973750031886,359.973750031886,313.973750031886,383.973750031886,379.973750031886,399.973750031886,396.973750031886,398.472533515597,390.472533515597,384.472533515597,375.472533515597,352.472533515597,362.472533515597,359.472533515597,333.472533515597,390.472533515597,325.261195038964,361.261195038964,383.261195038964,353.261195038964,319.261195038964,366.261195038964,315.261195038964,388.261195038964,390.261195038964,385.261195038964
358.510809116644,374.510809116644,353.510809116644,387.510809116644,370.510809116644,389.510809116644,354.510809116644,392.510809116644,385.510809116644,405.249232999309,375.249232999309,383.249232999309,380.249232999309,398.249232999309,355.249232999309,330.249232999309,376.249232999309,331.249232999309,377.447750031886,321.447750031886,360.447750031886,314.447750031886,384.447750031886,380.447750031886,400.447750031886,397.447750031886,398.472533515597,390.472533515597,384.472533515597,375.472533515597,352.472533515597,362.472533515597,359.472533515597,333.472533515597,390.472533515597,325.852195038964,361.852195038964,383.852195038964,353.852195038964,319.852195038964,366.852195038964,315.852195038964,388.852195038964,390.852195038964,385.852195038964
358.52340343561,374.52340343561,353.52340343561,387.52340343561,370.52340343561,389.52340343561,354.52340343561,392.52340343561,385.52340343561,405.259966849573,375.259966849573,383.259966849573,380.259966849573,398.259966849573,355.259966849573,330.259966849573,376.259966849573,331.259966849573,377.909750031886,321.909750031886,360.909750031886,314.909750031886,384.909750031886,380.909750031886,400.909750031886,397.909750031886,398.48358735652,390.48358735652,384.48358735652,375.48358735652,352.48358735652,362.48358735652,359.48358735652,333.48358735652,390.48358735652,326.446195038964,362.446195038964,384.446195038964,354.446195038964,320.446195038964,367.446195038964,316.446195038964,389.446195038964,391.446195038964,386.446195038964
359.00440343561,375.00440343561,354.00440343561,388.00440343561,371.00440343561,390.00440343561,355.00440343561,393.00440343561,386.00440343561,405.446171113183,375.446171113183,383.446171113183,380.446171113183,398.446171113183,355.446171113183,330.446171113183,376.446171113183,331.446171113183,378.072115613185,322.072115613185,361.072115613185,315.072115613185,385.072115613185,381.072115613185,401.072115613185,398.072115613185,398.637035520333,390.637035520333,384.637035520333,375.637035520333,352.637035520333,362.637035520333,359.637035520333,333.637035520333,390.637035520333,326.586306226805,362.586306226805,384.586306226805,354.586306226805,320.586306226805,367.586306226805,316.586306226805,389.586306226805,391.586306226805,386.586306226805
359.52240343561,375.52240343561,354.52240343561,388.52240343561,371.52240343561,390.52240343561,355.52240343561,393.52240343561,386.52240343561,405.446171113183,375.446171113183,383.446171113183,380.446171113183,398.446171113183,355.446171113183,330.446171113183,376.446171113183,331.446171113183,378.072115613185,322.072115613185,361.072115613185,315.072115613185,385.072115613185,381.072115613185,401.072115613185,398.072115613185,398.637035520333,390.637035520333,384.637035520333,375.637035520333,352.637035520333,362.637035520333,359.637035520333,333.637035520333,390.637035520333,326.586306226805,362.586306226805,384.586306226805,354.586306226805,320.586306226805,367.586306226805,316.586306226805,389.586306226805,391.586306226805,386.586306226805
360.10540343561,376.10540343561,355.10540343561,389.10540343561,372.10540343561,391.10540343561,356.10540343561,394.10540343561,387.10540343561,405.457138997378,375.457138997378,383.457138997378,380.457138997378,398.457138997378,355.457138997378,330.457138997378,376.457138997378,331.457138997378,378.089623229445,322.089623229445,361.089623229445,315.089623229445,385.089623229445,381.089623229445,401.089623229445,398.089623229445,398.653519365038,390.653519365038,384.653519365038,375.653519365038,352.653519365038,362.653519365038,359.653519365038,333.653519365038,390.653519365038,326.599636364377,362.599636364377,384.599636364377,354.599636364377,320.599636364377,367.599636364377,316.599636364377,389.599636364377,391.599636364377,386.599636364377
360.127872536557,376.127872536557,355.127872536557,389.127872536557,372.127872536557,391.127872536557,356.127872536557,394.127872536557,387.127872536557,405.922138997378,375.922138997378,383.922138997378,380.922138997378,398.922138997378,355.922138997378,330.922138997378,376.922138997378,331.922138997378,378.209031998639,322.209031998639,361.209031998639,315.209031998639,385.209031998639,381.209031998639,401.209031998639,398.209031998639,398.806574256622,390.806574256622,384.806574256622,375.806574256622,352.806574256622,362.806574256622,359.806574256622,333.806574256622,390.806574256622,327.264636364377,363.264636364377,385.264636364377,355.264636364377,321.264636364377,368.264636364377,317.264636364377,390.264636364377,392.264636364377,387.264636364377
360.127872536557,376.127872536557,355.127872536557,389.127872536557,372.127872536557,391.127872536557,356.127872536557,394.127872536557,387.127872536557,406.414138997378,376.414138997378,384.414138997378,381.414138997378,399.414138997378,356.414138997378,331.414138997378,377.414138997378,332.414138997378,378.209031998639,322.209031998639,361.209031998639,315.209031998639,385.209031998639,381.209031998639,401.209031998639,398.209031998639,398.806574256622,390.806574256622,384.806574256622,375.806574256622,352.806574256622,362.806574256622,359.806574256622,333.806574256622,390.806574256622,327.864224334741,363.864224334741,385.864224334741,355.864224334741,321.864224334741,368.864224334741,317.864224334741,390.864224334741,392.864224334741,387.864224334741
360.147185487337,376.147185487337,355.147185487337,389.147185487337,372.147185487337,391.147185487337,356.147185487337,394.147185487337,387.147185487337,406.888138997378,376.888138997378,384.888138997378,381.888138997378,399.888138997378,356.888138997378,331.888138997378,377.888138997378,332.888138997378,378.223440670863,322.223440670863,361.223440670863,315.223440670863,385.223440670863,381.223440670863,401.223440670863,398.223440670863,398.82215514078,390.82215514078,384.82215514078,375.82215514078,352.82215514078,362.82215514078,359.82215514078,333.82215514078,390.82215514078,327.9492926283,363.9492926283,385.9492926283,355.9492926283,321.9492926283,368.9492926283,317.9492926283,390.9492926283,392.9492926283,387.9492926283
360.616185487337,376.616185487337,355.616185487337,389.616185487337,372.616185487337,391.616185487337,356.616185487337,394.616185487337,387.616185487337,407.376138997378,377.376138997378,385.376138997378,382.376138997378,400.376138997378,357.376138997378,332.376138997378,378.376138997378,333.376138997378,378.226319436488,322.226319436488,361.226319436488,315.226319436488,385.226319436488,381.226319436488,401.226319436488,398.226319436488,399.005422914525,391.005422914525,385.005422914525,376.005422914525,353.005422914525,363.005422914525,360.005422914525,334.005422914525,391.005422914525,327.982372654421,363.982372654421,385.982372654421,355.982372654421,321.982372654421,368.982372654421,317.982372654421,390.982372654421,392.982372654421,387.982372654421
361.092185487337,377.092185487337,356.092185487337,390.092185487337,373.092185487337,392.092185487337,357.092185487337,395.092185487337,388.092185487337,407.856138997378,377.856138997378,385.856138997378,382.856138997378,400.856138997378,357.856138997378,332.856138997378,378.856138997378,333.856138997378,378.226319436488,322.226319436488,361.226319436488,315.226319436488,385.226319436488,381.226319436488,401.226319436488,398.226319436488,399.005422914525,391.005422914525,385.005422914525,376.005422914525,353.005422914525,363.005422914525,360.005422914525,334.005422914525,391.005422914525,327.982372654421,363.982372654421,385.982372654421,355.982372654421,321.982372654421,368.982372654421,317.982372654421,390.982372654421,392.982372654421,387.982372654421
361.568185487337,377.568185487337,356.568185487337,390.568185487337,373.568185487337,392.568185487337,357.568185487337,395.568185487337,388.568185487337,408.335138997378,378.335138997378,386.335138997378,383.335138997378,401.335138997378,358.335138997378,333.335138997378,379.335138997378,334.335138997378,378.238960413302,322.238960413302,361.238960413302,315.238960413302,385.238960413302,381.238960413302,401.238960413302,398.238960413302,399.018966870065,391.018966870065,385.018966870065,376.018966870065,353.018966870065,363.018966870065,360.018966870065,334.018966870065,391.018966870065,327.99938593215,363.99938593215,385.99938593215,355.99938593215,321.99938593215,368.99938593215,317.99938593215,390.99938593215,392.99938593215,387.99938593215
361.57133390269,377.57133390269,356.57133390269,390.57133390269,373.57133390269,392.57133390269,357.57133390269,395.57133390269,388.57133390269,408.563611729129,378.563611729129,386.563611729129,383.563611729129,401.563611729129,358.563611729129,333.563611729129,379.563611729129,334.563611729129,378.300885634052,322.300885634052,361.300885634052,315.300885634052,385.300885634052,381.300885634052,401.300885634052,398.300885634052,399.493966870065,391.493966870065,385.493966870065,376.493966870065,353.493966870065,363.493966870065,360.493966870065,334.493966870065,391.493966870065,328.062717752343,364.062717752343,386.062717752343,356.062717752343,322.062717752343,369.062717752343,318.062717752343,391.062717752343,393.062717752343,388.062717752343
361.57133390269,377.57133390269,356.57133390269,390.57133390269,373.57133390269,392.57133390269,357.57133390269,395.57133390269,388.57133390269,408.563611729129,378.563611729129,386.563611729129,383.563611729129,401.563611729129,358.563611729129,333.563611729129,379.563611729129,334.563611729129,378.300885634052,322.300885634052,361.300885634052,315.300885634052,385.300885634052,381.300885634052,401.300885634052,398.300885634052,399.968966870065,391.968966870065,385.968966870065,376.968966870065,353.968966870065,363.968966870065,360.968966870065,334.968966870065,391.968966870065,328.062717752343,364.062717752343,386.062717752343,356.062717752343,322.062717752343,369.062717752343,318.062717752343,391.062717752343,393.062717752343,388.062717752343
361.582205575103,377.582205575103,356.582205575103,390.582205575103,373.582205575103,392.582205575103,357.582205575103,395.582205575103,388.582205575103,408.579124024901,378.579124024901,386.579124024901,383.579124024901,401.579124024901,358.579124024901,333.579124024901,379.579124024901,334.579124024901,378.317668905469,322.317668905469,361.317668905469,315.317668905469,385.317668905469,381.317668905469,401.317668905469,398.317668905469,400.443966870065,392.443966870065,386.443966870065,377.443966870065,354.443966870065,364.443966870065,361.443966870065,335.443966870065,392.443966870065,328.077929497719,364.077929497719,386.077929497719,356.077929497719,322.077929497719,369.077929497719,318.077929497719,391.077929497719,393.077929497719,388.077929497719
361.586059428676,377.586059428676,356.586059428676,390.586059428676,373.586059428676,392.586059428676,357.586059428676,395.586059428676,388.586059428676,408.582324638552,378.582324638552,386.582324638552,383.582324638552,401.582324638552,358.582324638552,333.582324638552,379.582324638552,334.582324638552,378.605398087272,322.605398087272,361.605398087272,315.605398087272,385.605398087272,381.605398087272,401.605398087272,398.605398087272,401.023966870065,393.023966870065,387.023966870065,378.023966870065,355.023966870065,365.023966870065,362.023966870065,336.023966870065,393.023966870065,328.189392976534,364.189392976534,386.189392976534,356.189392976534,322.189392976534,369.189392976534,318.189392976534,391.189392976534,393.189392976534,388.189392976534
